,casos_2312908,casos_est_2312908,casos_est_min_2312908,casos_est_max_2312908,p_rt1_2312908,p_inc100k_2312908,temp_min_2312908,temp_max_2312908,umid_min_2312908,pressao_min_2312908,casos_2300507,casos_est_2300507,casos_est_min_2300507,casos_est_max_2300507,p_rt1_2300507,p_inc100k_2300507,temp_min_2300507,temp_max_2300507,umid_min_2300507,pressao_min_2300507,casos_2305902,casos_est_2305902,casos_est_min_2305902,casos_est_max_2305902,p_rt1_2305902,p_inc100k_2305902,temp_min_2305902,temp_max_2305902,umid_min_2305902,pressao_min_2305902
2010-05-16,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,59.0,1009.1428571428571,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,59.0,1009.1428571428571,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,59.0,1009.1428571428571
2010-05-23,0,0.0,0,0,0.5,0.0,25.0,30.571428571428573,59.0,1008.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.571428571428573,59.0,1008.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.571428571428573,59.0,1008.5714285714286
2010-05-30,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,59.0,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,59.0,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,59.0,1008.8571428571429
2010-06-06,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,64.57142857142857,1012.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,64.57142857142857,1012.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,64.57142857142857,1012.1428571428571
2010-06-13,0,0.0,0,0,0.5,0.0,24.142857142857142,30.857142857142858,52.285714285714285,1011.7142857142857,0,0.0,0,0,0.5,0.0,24.142857142857142,30.857142857142858,52.285714285714285,1011.7142857142857,0,0.0,0,0,0.5,0.0,24.142857142857142,30.857142857142858,52.285714285714285,1011.7142857142857
2010-06-20,0,0.0,0,0,0.5,0.0,23.857142857142858,30.857142857142858,51.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.857142857142858,30.857142857142858,51.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.857142857142858,30.857142857142858,51.42857142857143,1010.1428571428571
2010-06-27,0,0.0,0,0,0.5,0.0,23.571428571428573,30.714285714285715,48.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,23.571428571428573,30.714285714285715,48.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,23.571428571428573,30.714285714285715,48.57142857142857,1011.0
2010-07-04,0,0.0,0,0,0.5,0.0,23.857142857142858,30.571428571428573,48.857142857142854,1010.5714285714286,0,0.0,0,0,0.5,0.0,23.857142857142858,30.571428571428573,48.857142857142854,1010.5714285714286,0,0.0,0,0,0.5,0.0,23.857142857142858,30.571428571428573,48.857142857142854,1010.5714285714286
2010-07-11,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,51.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,51.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,51.714285714285715,1010.4285714285714
2010-07-18,0,0.0,0,0,0.5,0.0,23.714285714285715,30.0,52.0,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,30.0,52.0,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,30.0,52.0,1011.2857142857143
2010-07-25,0,0.0,0,0,0.5,0.0,23.428571428571427,30.142857142857142,49.857142857142854,1012.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.142857142857142,49.857142857142854,1012.4285714285714,0,0.0,0,0,0.5,0.0,23.428571428571427,30.142857142857142,49.857142857142854,1012.4285714285714
2010-08-01,0,0.0,0,0,0.5,0.0,22.857142857142858,30.0,48.285714285714285,1009.8571428571429,0,0.0,0,0,0.5,0.0,22.857142857142858,30.0,48.285714285714285,1009.8571428571429,0,0.0,0,0,0.5,0.0,22.857142857142858,30.0,48.285714285714285,1009.8571428571429
2010-08-08,0,0.0,0,0,0.5,0.0,23.142857142857142,29.857142857142858,45.714285714285715,1011.1428571428571,0,0.0,0,0,0.5,0.0,23.142857142857142,29.857142857142858,45.714285714285715,1011.1428571428571,0,0.0,0,0,0.5,0.0,23.142857142857142,29.857142857142858,45.714285714285715,1011.1428571428571
2010-08-15,0,0.0,0,0,0.5,0.0,22.714285714285715,30.142857142857142,40.714285714285715,1012.0,0,0.0,0,0,0.5,0.0,22.714285714285715,30.142857142857142,40.714285714285715,1012.0,0,0.0,0,0,0.5,0.0,22.714285714285715,30.142857142857142,40.714285714285715,1012.0
2010-08-22,0,0.0,0,0,0.5,0.0,23.285714285714285,30.285714285714285,44.714285714285715,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.285714285714285,30.285714285714285,44.714285714285715,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.285714285714285,30.285714285714285,44.714285714285715,1011.2857142857143
2010-08-29,0,0.0,0,0,0.5,0.0,23.285714285714285,29.857142857142858,50.714285714285715,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.285714285714285,29.857142857142858,50.714285714285715,1010.1428571428571,0,0.0,0,0,0.5,0.0,23.285714285714285,29.857142857142858,50.714285714285715,1010.1428571428571
2010-09-05,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,45.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,45.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,45.142857142857146,1010.7142857142857
2010-09-12,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,42.857142857142854,1010.8571428571429,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,42.857142857142854,1010.8571428571429,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,42.857142857142854,1010.8571428571429
2010-09-19,0,0.0,0,0,0.5,0.0,23.285714285714285,30.0,44.285714285714285,1009.4285714285714,0,0.0,0,0,0.5,0.0,23.285714285714285,30.0,44.285714285714285,1009.4285714285714,0,0.0,0,0,0.5,0.0,23.285714285714285,30.0,44.285714285714285,1009.4285714285714
2010-09-26,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,45.285714285714285,1009.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,45.285714285714285,1009.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,30.0,45.285714285714285,1009.1428571428571
2010-10-03,0,0.0,0,0,0.5,0.0,24.285714285714285,29.428571428571427,54.714285714285715,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.285714285714285,29.428571428571427,54.714285714285715,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.285714285714285,29.428571428571427,54.714285714285715,1008.4285714285714
2010-10-10,0,0.0,0,0,0.5,0.0,23.857142857142858,29.857142857142858,50.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.857142857142858,29.857142857142858,50.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.857142857142858,29.857142857142858,50.285714285714285,1010.7142857142857
2010-10-17,0,0.0,0,0,0.5,0.0,24.142857142857142,30.571428571428573,47.285714285714285,1009.5714285714286,0,0.0,0,0,0.5,0.0,24.142857142857142,30.571428571428573,47.285714285714285,1009.5714285714286,0,0.0,0,0,0.5,0.0,24.142857142857142,30.571428571428573,47.285714285714285,1009.5714285714286
2010-10-24,0,0.0,0,0,0.5,0.0,24.285714285714285,30.0,55.285714285714285,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.285714285714285,30.0,55.285714285714285,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.285714285714285,30.0,55.285714285714285,1008.8571428571429
2010-10-31,0,0.0,0,0,0.5,0.0,24.714285714285715,30.0,55.0,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,30.0,55.0,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,30.0,55.0,1007.8571428571429
2010-11-07,0,0.0,0,0,0.5,0.0,24.857142857142858,30.571428571428573,52.42857142857143,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.857142857142858,30.571428571428573,52.42857142857143,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.857142857142858,30.571428571428573,52.42857142857143,1008.4285714285714
2010-11-14,0,0.0,0,0,0.5,0.0,25.0,30.428571428571427,45.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.428571428571427,45.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.428571428571427,45.714285714285715,1007.8571428571429
2010-11-21,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,56.0,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,56.0,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,56.0,1007.8571428571429
2010-11-28,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,55.142857142857146,1006.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,55.142857142857146,1006.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,55.142857142857146,1006.7142857142857
2010-12-05,0,0.0,0,0,0.5,0.0,25.0,30.0,53.142857142857146,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.0,53.142857142857146,1007.8571428571429,0,0.0,0,0,0.5,0.0,25.0,30.0,53.142857142857146,1007.8571428571429
2010-12-12,0,0.0,0,0,0.5,0.0,25.285714285714285,30.0,58.285714285714285,1007.1428571428571,0,0.0,0,0,0.5,0.0,25.285714285714285,30.0,58.285714285714285,1007.1428571428571,0,0.0,0,0,0.5,0.0,25.285714285714285,30.0,58.285714285714285,1007.1428571428571
2010-12-19,0,0.0,0,0,0.5,0.0,24.285714285714285,29.142857142857142,63.42857142857143,1006.0,0,0.0,0,0,0.5,0.0,24.285714285714285,29.142857142857142,63.42857142857143,1006.0,0,0.0,0,0,0.5,0.0,24.285714285714285,29.142857142857142,63.42857142857143,1006.0
2010-12-26,0,0.0,0,0,0.5,0.0,24.857142857142858,30.142857142857142,59.57142857142857,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.857142857142858,30.142857142857142,59.57142857142857,1008.4285714285714,0,0.0,0,0,0.5,0.0,24.857142857142858,30.142857142857142,59.57142857142857,1008.4285714285714
2011-01-02,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,52.57142857142857,1006.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,52.57142857142857,1006.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.142857142857142,52.57142857142857,1006.1428571428571
2011-01-09,0,0.0,0,0,0.5,0.0,24.0,29.571428571428573,60.57142857142857,1007.1428571428571,0,0.0,0,0,0.5,0.0,24.0,29.571428571428573,60.57142857142857,1007.1428571428571,0,0.0,0,0,0.5,0.0,24.0,29.571428571428573,60.57142857142857,1007.1428571428571
2011-01-16,0,0.0,0,0,0.5,0.0,22.714285714285715,28.428571428571427,64.28571428571429,1007.2857142857143,0,0.0,0,0,0.5,0.0,22.714285714285715,28.428571428571427,64.28571428571429,1007.2857142857143,0,0.0,0,0,0.5,0.0,22.714285714285715,28.428571428571427,64.28571428571429,1007.2857142857143
2011-01-23,0,0.0,0,0,0.5,0.0,23.0,27.285714285714285,72.85714285714286,1007.1428571428571,0,0.0,0,0,0.5,0.0,23.0,27.285714285714285,72.85714285714286,1007.1428571428571,0,0.0,0,0,0.5,0.0,23.0,27.285714285714285,72.85714285714286,1007.1428571428571
2011-01-30,0,0.0,0,0,0.5,0.0,22.428571428571427,27.714285714285715,71.28571428571429,1008.7142857142857,0,0.0,0,0,0.5,0.0,22.428571428571427,27.714285714285715,71.28571428571429,1008.7142857142857,0,0.0,0,0,0.5,0.0,22.428571428571427,27.714285714285715,71.28571428571429,1008.7142857142857
2011-02-06,0,0.0,0,0,0.5,0.0,24.428571428571427,29.714285714285715,60.142857142857146,1008.1428571428571,0,0.0,0,0,0.5,0.0,24.428571428571427,29.714285714285715,60.142857142857146,1008.1428571428571,0,0.0,0,0,0.5,0.0,24.428571428571427,29.714285714285715,60.142857142857146,1008.1428571428571
2011-02-13,0,0.0,0,0,0.5,0.0,24.0,28.714285714285715,68.57142857142857,1007.5714285714286,0,0.0,0,0,0.5,0.0,24.0,28.714285714285715,68.57142857142857,1007.5714285714286,0,0.0,0,0,0.5,0.0,24.0,28.714285714285715,68.57142857142857,1007.5714285714286
2011-02-20,0,0.0,0,0,0.5,0.0,22.571428571428573,27.571428571428573,73.0,1008.4285714285714,0,0.0,0,0,0.5,0.0,22.571428571428573,27.571428571428573,73.0,1008.4285714285714,0,0.0,0,0,0.5,0.0,22.571428571428573,27.571428571428573,73.0,1008.4285714285714
2011-02-27,0,0.0,0,0,0.5,0.0,23.428571428571427,28.857142857142858,70.57142857142857,1007.8571428571429,0,0.0,0,0,0.5,0.0,23.428571428571427,28.857142857142858,70.57142857142857,1007.8571428571429,0,0.0,0,0,0.5,0.0,23.428571428571427,28.857142857142858,70.57142857142857,1007.8571428571429
2011-03-06,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,63.0,878.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,63.0,878.1428571428571,0,0.0,0,0,0.5,0.0,23.428571428571427,29.714285714285715,63.0,878.1428571428571
2011-03-13,0,0.0,0,0,0.5,0.0,22.857142857142858,28.714285714285715,69.28571428571429,1007.2857142857143,0,0.0,0,0,0.5,0.0,22.857142857142858,28.714285714285715,69.28571428571429,1007.2857142857143,0,0.0,0,0,0.5,0.0,22.857142857142858,28.714285714285715,69.28571428571429,1007.2857142857143
2011-03-20,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,60.42857142857143,1009.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,60.42857142857143,1009.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,60.42857142857143,1009.0
2011-03-27,0,0.0,0,0,0.5,0.0,23.857142857142858,29.571428571428573,67.14285714285714,1008.1428571428571,0,0.0,0,0,0.5,0.0,23.857142857142858,29.571428571428573,67.14285714285714,1008.1428571428571,0,0.0,0,0,0.5,0.0,23.857142857142858,29.571428571428573,67.14285714285714,1008.1428571428571
2011-04-03,0,0.0,0,0,0.5,0.0,24.0,30.0,63.57142857142857,1008.7142857142857,0,0.0,0,0,0.5,0.0,24.0,30.0,63.57142857142857,1008.7142857142857,0,0.0,0,0,0.5,0.0,24.0,30.0,63.57142857142857,1008.7142857142857
2011-04-10,0,0.0,0,0,0.5,0.0,23.571428571428573,28.714285714285715,69.85714285714286,1008.5714285714286,0,0.0,0,0,0.5,0.0,23.571428571428573,28.714285714285715,69.85714285714286,1008.5714285714286,0,0.0,0,0,0.5,0.0,23.571428571428573,28.714285714285715,69.85714285714286,1008.5714285714286
2011-04-17,0,0.0,0,0,0.5,0.0,23.0,27.857142857142858,75.85714285714286,1007.7142857142857,0,0.0,0,0,0.5,0.0,23.0,27.857142857142858,75.85714285714286,1007.7142857142857,0,0.0,0,0,0.5,0.0,23.0,27.857142857142858,75.85714285714286,1007.7142857142857
2011-04-24,0,0.0,0,0,0.5,0.0,22.857142857142858,27.714285714285715,75.85714285714286,1008.4285714285714,0,0.0,0,0,0.5,0.0,22.857142857142858,27.714285714285715,75.85714285714286,1008.4285714285714,0,0.0,0,0,0.5,0.0,22.857142857142858,27.714285714285715,75.85714285714286,1008.4285714285714
2011-05-01,0,0.0,0,0,0.5,0.0,23.0,28.714285714285715,71.28571428571429,1008.4285714285714,0,0.0,0,0,0.5,0.0,23.0,28.714285714285715,71.28571428571429,1008.4285714285714,0,0.0,0,0,0.5,0.0,23.0,28.714285714285715,71.28571428571429,1008.4285714285714
2011-05-08,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,68.28571428571429,1008.5714285714286,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,68.28571428571429,1008.5714285714286,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,68.28571428571429,1008.5714285714286
2011-05-15,0,0.0,0,0,0.5,0.0,23.285714285714285,28.714285714285715,66.71428571428571,1007.5714285714286,0,0.0,0,0,0.5,0.0,23.285714285714285,28.714285714285715,66.71428571428571,1007.5714285714286,0,0.0,0,0,0.5,0.0,23.285714285714285,28.714285714285715,66.71428571428571,1007.5714285714286
2011-05-22,0,0.0,0,0,0.5,0.0,23.714285714285715,29.714285714285715,59.714285714285715,1009.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,29.714285714285715,59.714285714285715,1009.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,29.714285714285715,59.714285714285715,1009.2857142857143
2011-05-29,0,0.0,0,0,0.5,0.0,23.714285714285715,29.857142857142858,59.285714285714285,1010.0,0,0.0,0,0,0.5,0.0,23.714285714285715,29.857142857142858,59.285714285714285,1010.0,0,0.0,0,0,0.5,0.0,23.714285714285715,29.857142857142858,59.285714285714285,1010.0
2011-06-05,0,0.0,0,0,0.5,0.0,22.714285714285715,29.714285714285715,53.0,1009.2857142857143,0,0.0,0,0,0.5,0.0,22.714285714285715,29.714285714285715,53.0,1009.2857142857143,0,0.0,0,0,0.5,0.0,22.714285714285715,29.714285714285715,53.0,1009.2857142857143
2011-06-12,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,59.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,59.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,23.571428571428573,29.142857142857142,59.142857142857146,1011.8571428571429
2011-06-19,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,53.0,1010.4285714285714,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,53.0,1010.4285714285714,0,0.0,0,0,0.5,0.0,23.0,29.571428571428573,53.0,1010.4285714285714
2011-06-26,0,0.0,0,0,0.5,0.0,23.285714285714285,29.285714285714285,58.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.285714285714285,29.285714285714285,58.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.285714285714285,29.285714285714285,58.714285714285715,1010.7142857142857
2011-07-03,0,0.0,0,0,0.5,0.0,22.857142857142858,28.571428571428573,61.42857142857143,1010.2857142857143,0,0.0,0,0,0.5,0.0,22.857142857142858,28.571428571428573,61.42857142857143,1010.2857142857143,0,0.0,0,0,0.5,0.0,22.857142857142858,28.571428571428573,61.42857142857143,1010.2857142857143
2011-07-10,0,0.0,0,0,0.5,0.0,23.285714285714285,28.571428571428573,61.714285714285715,1011.5714285714286,0,0.0,0,0,0.5,0.0,23.285714285714285,28.571428571428573,61.714285714285715,1011.5714285714286,0,0.0,0,0,0.5,0.0,23.285714285714285,28.571428571428573,61.714285714285715,1011.5714285714286
2011-07-17,0,0.0,0,0,0.5,0.0,22.142857142857142,27.857142857142858,65.71428571428571,1011.4285714285714,0,0.0,0,0,0.5,0.0,22.142857142857142,27.857142857142858,65.71428571428571,1011.4285714285714,0,0.0,0,0,0.5,0.0,22.142857142857142,27.857142857142858,65.71428571428571,1011.4285714285714
2011-07-24,0,0.0,0,0,0.5,0.0,22.714285714285715,29.0,56.57142857142857,867.5714285714286,0,0.0,0,0,0.5,0.0,22.714285714285715,29.0,56.57142857142857,867.5714285714286,0,0.0,0,0,0.5,0.0,22.714285714285715,29.0,56.57142857142857,867.5714285714286
2011-07-31,0,0.0,0,0,0.5,0.0,22.428571428571427,29.285714285714285,52.142857142857146,1009.4285714285714,0,0.0,0,0,0.5,0.0,22.428571428571427,29.285714285714285,52.142857142857146,1009.4285714285714,0,0.0,0,0,0.5,0.0,22.428571428571427,29.285714285714285,52.142857142857146,1009.4285714285714
2011-08-07,0,0.0,0,0,0.5,0.0,23.142857142857142,28.857142857142858,55.57142857142857,1012.1428571428571,0,0.0,0,0,0.5,0.0,23.142857142857142,28.857142857142858,55.57142857142857,1012.1428571428571,0,0.0,0,0,0.5,0.0,23.142857142857142,28.857142857142858,55.57142857142857,1012.1428571428571
2011-08-14,0,0.0,0,0,0.5,0.0,23.142857142857142,29.571428571428573,54.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,23.142857142857142,29.571428571428573,54.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,23.142857142857142,29.571428571428573,54.0,1010.8571428571429
2011-08-21,0,0.0,0,0,0.5,0.0,22.142857142857142,29.428571428571427,49.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,22.142857142857142,29.428571428571427,49.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,22.142857142857142,29.428571428571427,49.0,1010.1428571428571
2011-08-28,0,0.0,0,0,0.5,0.0,22.571428571428573,29.0,50.42857142857143,1012.7142857142857,0,0.0,0,0,0.5,0.0,22.571428571428573,29.0,50.42857142857143,1012.7142857142857,0,0.0,0,0,0.5,0.0,22.571428571428573,29.0,50.42857142857143,1012.7142857142857
2011-09-04,0,0.0,0,0,0.5,0.0,22.571428571428573,29.285714285714285,50.57142857142857,883.4285714285714,0,0.0,0,0,0.5,0.0,22.571428571428573,29.285714285714285,50.57142857142857,883.4285714285714,0,0.0,0,0,0.5,0.0,22.571428571428573,29.285714285714285,50.57142857142857,883.4285714285714
